Latitude,Longitude,tmax
48.3,26.5,13.9997163963219
48.3,26.6,14.521794606880908
48.3,26.7,14.183150635396116
48.3,26.8,14.386578675482973
48.3,26.9,13.69639167269347
48.2,23.2,14.502454282467117
48.2,26.3,14.477008471949611
48.2,26.4,14.534720012397996
48.2,26.5,14.580352825705178
48.2,26.6,13.58682818472987
48.2,26.7,13.638285463374322
48.2,26.8,14.179769087715636
48.2,26.9,14.824971071391552
48.2,27.0,14.265157041016609
48.2,27.1,14.355217481144743
48.1,22.9,15.55522109722088
48.1,23.0,15.512202190308866
48.1,23.1,15.489895133794866
48.1,23.2,15.239016427316852
48.1,23.3,14.845406550263572
48.1,23.4,15.261239280917472
48.1,23.5,14.964004545924281
48.1,23.6,14.742372145882852
48.1,26.2,14.156996073974561
48.1,26.3,13.684088232255375
48.1,26.4,13.620323380514433
48.1,26.5,13.993236904639016
48.1,26.6,14.666691290422548
48.1,26.7,14.077144849674486
48.1,26.8,14.51796776526493
48.1,26.9,13.684350656059557
48.1,27.0,14.559671453662595
48.1,27.1,14.217085959293302
48.0,22.8,15.585675173055035
48.0,22.9,15.56124444674043
48.0,23.0,15.529220993904321
48.0,23.1,15.521883975617289
48.0,23.2,14.483650170472139
48.0,23.3,15.199265936563759
48.0,23.4,12.235565657609287
48.0,23.5,14.492074077900622
48.0,23.6,15.050303750387462
48.0,23.7,14.921023349519604
48.0,23.8,14.567525570823314
48.0,23.9,14.665963425973716
48.0,24.0,12.010074904432438
48.0,24.1,12.82083324723633
48.0,24.2,13.943514825911695
48.0,24.3,8.064007128835664
48.0,24.4,12.228221407170182
48.0,24.5,7.6056875710300424
48.0,24.6,9.7448398594896
48.0,24.7,8.979297964665772
48.0,25.3,10.043169232358679
48.0,25.4,9.688916726934574
48.0,25.5,11.45834900299618
48.0,25.6,13.002912490959876
48.0,25.7,12.893959603264825
48.0,25.8,13.252553466267122
48.0,25.9,12.944292798842822
48.0,26.0,13.640812583944738
48.0,26.1,13.200509350139479
48.0,26.2,13.586188139270664
48.0,26.3,13.983010641595218
48.0,26.4,14.042045665874596
48.0,26.5,14.102147949168264
48.0,26.6,13.943465750594017
48.0,26.7,14.304887901642767
48.0,26.8,14.59692995144117
48.0,26.9,14.552343733856762
48.0,27.0,14.397224919929785
48.0,27.1,14.946017667114411
48.0,27.2,14.428726108069084
47.9,22.5,15.64039156937697
47.9,22.7,15.614751007335462
47.9,22.8,15.582017770430763
47.9,22.9,15.53414763921899
47.9,23.0,15.55179822295697
47.9,23.1,15.521067259014274
47.9,23.2,15.5149653889865
47.9,23.3,15.253129972104443
47.9,23.4,15.296801839032957
47.9,23.5,12.858190412232652
47.9,23.6,11.056192788511142
47.9,23.7,11.110167889244808
47.9,23.8,12.95486672176886
47.9,23.9,13.331523917760098
47.9,24.0,14.42782570513479
47.9,24.1,11.189161586940807
47.9,24.2,10.248205393119143
47.9,24.3,7.47229620828598
47.9,24.4,11.85477477012087
47.9,24.5,10.665649860522771
47.9,24.6,10.61913937390223
47.9,24.7,6.741373592313277
47.9,24.8,7.60259117677452
47.9,25.2,10.561319867754865
47.9,25.3,9.735138960636537
47.9,25.4,9.61986982126256
47.9,25.5,12.894010228329334
47.9,25.6,13.022501291455741
47.9,25.7,13.154955573922935
47.9,25.8,13.329835210248978
47.9,25.9,13.446505320797588
47.9,26.0,13.257830354375415
47.9,26.1,13.404717429486507
47.9,26.2,13.738376898439867
47.9,26.3,13.257332885628713
47.9,26.4,14.257981196404602
47.9,26.5,14.473477631986746
47.9,26.6,14.559967455315684
47.9,26.7,14.706315735096657
47.9,26.8,14.756657712573487
47.9,26.9,14.540670007232126
47.9,27.0,14.870118813927085
47.9,27.1,14.145898853187319
47.9,27.2,14.99353187312743
47.9,27.3,14.423427006922186
47.8,22.2,15.47299101146817
47.8,22.3,15.49818782932132
47.8,22.4,15.683978716809484
47.8,22.5,15.664114061370066
47.8,22.6,15.629999999999974
47.8,22.7,15.602178427523512
47.8,22.8,15.563139270585928
47.8,22.9,15.572111271825518
47.8,23.0,15.571564727761167
47.8,23.1,15.510278954437501
47.8,23.2,15.48650997003823
47.8,23.3,15.397191342080857
47.8,23.4,13.791771877260077
47.8,23.5,11.254965388986495
47.8,23.6,9.960877156731078
47.8,23.7,9.644954540758329
47.8,23.8,10.398674966422154
47.8,23.9,14.334412129352211
47.8,24.0,13.534396631883414
47.8,24.1,11.846190722182062
47.8,24.2,13.376763095361056
47.8,24.3,14.055402934187343
47.8,24.4,10.622776113234815
47.8,24.5,9.698894513896127
47.8,24.6,7.602888211592096
47.8,24.7,8.248450253125325
47.8,24.8,8.293692530220069
47.8,24.9,7.070790370906127
47.8,25.0,7.696072941419548
47.8,25.1,9.78934342390741
47.8,25.2,10.908426490339908
47.8,25.3,11.630411716086341
47.8,25.4,10.461681991941289
47.8,25.5,10.531979543341189
47.8,25.6,12.069198264283411
47.8,25.7,11.677786961463012
47.8,25.8,13.359814546957352
47.8,25.9,13.33673055067672
47.8,26.0,13.702867548300473
47.8,26.1,13.044645107965769
47.8,26.2,12.665630746977973
47.8,26.3,13.638857836553342
47.8,26.4,13.400238144436395
47.8,26.5,14.479431242896958
47.8,26.6,14.488878499845008
47.8,26.7,14.716755346626691
47.8,26.8,14.30932792643865
47.8,26.9,14.390948961669594
47.8,27.0,15.093387746667975
47.8,27.1,14.76399473086057
47.8,27.2,15.186140613699735
47.8,27.3,14.166991424733938
47.7,22.2,15.511398388263194
47.7,22.3,15.565916933567545
47.7,22.4,15.566677859282956
47.7,22.5,15.66487498708541
47.7,22.6,15.654518545304281
47.7,22.7,15.648178014257647
47.7,22.8,15.61925250542409
47.7,22.9,15.593219857423305
47.7,23.0,15.596781175741135
47.7,23.1,15.493855253641941
47.7,23.2,15.467773013741178
47.7,23.3,15.430713400144622
47.7,23.4,15.110796569893619
47.7,23.5,13.718933257567956
47.7,23.6,12.274220993904262
47.7,23.7,12.687150532079759
47.7,23.8,10.400319247856144
47.7,23.9,11.497754416778589
47.7,24.0,10.32959035024281
47.7,24.1,12.90746977993591
47.7,24.2,13.081347246616406
47.7,24.3,12.64298481248063
47.7,24.4,13.68261080690158
47.7,24.5,11.879822812273979
47.7,24.6,9.870068705444748
47.7,24.7,8.919318111375146
47.7,24.8,8.086975410682928
47.7,24.9,5.89202138650688
47.7,25.0,7.647262630437033
47.7,25.1,9.353086579192071
47.7,25.2,10.309989151771852
47.7,25.3,9.753593863002333
47.7,25.4,11.466913937390165
47.7,25.5,12.236609670420439
47.7,25.6,12.200600785205113
47.7,25.7,10.974703998346973
47.7,25.8,12.085202500258259
47.7,25.9,13.189871887591714
47.7,26.0,13.374171402004327
47.7,26.1,13.791775493336146
47.7,26.2,13.379309846058476
47.7,26.3,13.032019836759943
47.7,26.4,13.726196404587245
47.7,26.5,13.74509091848328
47.7,26.6,14.525552226469653
47.7,26.7,14.930709784068547
47.7,26.8,14.256683541688192
47.7,26.9,14.279187416055372
47.7,27.0,14.406591073457998
47.7,27.1,14.285095051141589
47.7,27.2,15.21353600578566
47.7,27.3,15.308416158694165
47.7,27.4,14.361407686744588
47.6,22.0,15.598873334022194
47.6,22.1,15.598943072631444
47.6,22.2,15.605210765575006
47.6,22.3,15.640853393945717
47.6,22.4,15.585522781279073
47.6,22.5,15.706553362950716
47.6,22.6,15.663064882735837
47.6,22.7,15.63966577125736
47.6,22.8,15.56481712986882
47.6,22.9,15.48562971381339
47.6,23.0,15.287937803492014
47.6,23.1,14.090602851534202
47.6,23.2,15.136045045975813
47.6,23.3,14.638837689843989
47.6,23.4,15.378389812997174
47.6,23.5,15.248140303750294
47.6,23.6,14.555871474325842
47.6,23.7,14.860326996590501
47.6,23.8,12.505265006715517
47.6,23.9,11.538519991734715
47.6,24.0,11.298824775286791
47.6,24.1,10.466945448909996
47.6,24.2,10.474558322140762
47.6,24.3,12.515600268622768
47.6,24.4,10.65605072838098
47.6,24.5,9.941149395598728
47.6,24.6,7.3133159417295435
47.6,24.7,9.020348176464532
47.6,24.8,8.29144384750494
47.6,24.9,9.627264180183902
47.6,25.0,8.500227812790573
47.6,25.1,10.567571546647418
47.6,25.2,8.659332575679356
47.6,25.3,9.995404483934319
47.6,25.4,11.389868788097912
47.6,25.5,8.609202913524122
47.6,25.6,11.208013741088921
47.6,25.7,10.9277461514619
47.6,25.8,10.598322140716995
47.6,25.9,13.195956710403967
47.6,26.0,13.650994937493582
47.6,26.1,13.524467920239719
47.6,26.2,13.365485587354057
47.6,26.3,13.759057237317876
47.6,26.4,13.960138960636431
47.6,26.5,13.816997623721429
47.6,26.6,13.773769500981446
47.6,26.7,14.671467093707976
47.6,26.8,13.897495609050427
47.6,26.9,14.731333815476825
47.6,27.0,14.867197024485963
47.6,27.1,15.33522781279064
47.6,27.2,14.646880359541253
47.6,27.3,14.598973550986774
47.6,27.4,15.334946792024045
47.6,27.5,14.173272032234763
47.5,22.0,15.75401642731686
47.5,22.1,15.741071908254987
47.5,22.2,15.761015084202898
47.5,22.3,15.733293728691027
47.5,22.4,15.792528670317273
47.5,22.5,15.722091641698418
47.5,22.6,15.647284326893317
47.5,22.7,15.49350811034199
47.5,22.8,15.588301994007617
47.5,22.9,15.306741398904828
47.5,23.0,15.08593656369459
47.5,23.1,14.699327409856442
47.5,23.2,15.167405207149557
47.5,23.3,15.38717377828287
47.5,23.4,15.158259634259869
47.5,23.5,14.32778437855157
47.5,23.6,14.978215724764873
47.5,23.7,14.832642835003613
47.5,23.8,12.670333712160318
47.5,23.9,14.334160553776162
47.5,24.0,13.986612253331918
47.5,24.1,13.083284946791974
47.5,24.2,9.48858921376176
47.5,24.3,7.744307263147061
47.5,24.4,10.795025829114614
47.5,24.5,12.371231532183055
47.5,24.6,7.59789596032647
47.5,24.7,12.286861762578813
47.5,24.8,7.613973550986672
47.5,24.9,5.32101973344354
47.5,25.0,11.230172538485371
47.5,25.1,6.389074801115814
47.5,25.2,10.845865275338324
47.5,25.3,8.565157041016597
47.5,25.4,12.135155491269831
47.5,25.5,11.971057960533072
47.5,25.6,12.527031718152701
47.5,25.7,10.658844405413815
47.5,25.8,13.577331335881802
47.5,25.9,10.990120880256251
47.5,26.0,13.663376898439944
47.5,26.1,13.53803130488689
47.5,26.2,13.862464614113035
47.5,26.3,13.350189585700928
47.5,26.4,13.465255191651943
47.5,26.5,13.989950924682198
47.5,26.6,14.02435013947732
47.5,26.7,12.052096807521417
47.5,26.8,13.720677239384273
47.5,26.9,14.58929641491888
47.5,27.0,15.26762372145887
47.5,27.1,15.273666701105595
47.5,27.2,14.821228432689407
47.5,27.3,15.456010434962414
47.5,27.4,15.270874573819635
47.5,27.5,15.452063746254595
47.5,27.6,14.634585701002234
47.4,21.9,15.903513792747127
47.4,22.0,15.774119227192905
47.4,22.1,15.931148362434135
47.4,22.2,15.69582601508416
47.4,22.3,15.426561628267459
47.4,22.4,15.357090091951545
47.4,22.5,15.54230705651413
47.4,22.6,15.50909443124288
47.4,22.7,14.711643764851756
47.4,22.8,14.983902262630362
47.4,22.9,15.314129558838735
47.4,23.0,14.922668664118117
47.4,23.1,15.325765574956101
47.4,23.2,14.361206736233154
47.4,23.3,15.339734993284498
47.4,23.4,14.171798222956998
47.4,23.5,14.526088438888285
47.4,23.6,14.532126252712086
47.4,23.7,14.205831180907124
47.4,23.8,12.979279884285532
47.4,23.9,13.189463787581353
47.4,24.0,12.556030581671584
47.4,24.1,13.870251575575994
47.4,24.2,13.879016943899154
47.4,24.3,11.766520301684041
47.4,24.4,13.711380307883081
47.4,24.5,10.213470916416975
47.4,24.6,7.705902469263332
47.4,24.7,10.948958570100194
47.4,24.8,12.561254261803882
47.4,24.9,11.550464407480149
47.4,25.0,9.565892654199812
47.4,25.1,8.583028721975412
47.4,25.2,10.997422770947406
47.4,25.3,11.81928505010852
47.4,25.4,9.053550470089803
47.4,25.5,12.445292902159254
47.4,25.6,9.15765058373798
47.4,25.7,10.294594999483376
47.4,25.8,11.040671556979028
47.4,25.9,13.424300547577207
47.4,26.0,12.27384078933767
47.4,26.1,12.638684264903484
47.4,26.2,13.813860936047021
47.4,26.3,13.701447980163191
47.4,26.4,13.562203740055812
47.4,26.5,13.68778541171603
47.4,26.6,13.752114887901637
47.4,26.7,13.471854013844426
47.4,26.8,13.118783448703368
47.4,26.9,14.214819712780285
47.4,27.0,14.979294348589715
47.4,27.1,15.170767641285256
47.4,27.2,14.80204256638084
47.4,27.3,15.485363673933167
47.4,27.4,14.883166132864961
47.4,27.5,15.551088438888305
47.4,27.6,14.898009608430641
47.4,27.7,15.541585391052777
47.3,21.8,16.06499431759483
47.3,21.9,16.030445810517598
47.3,22.0,16.042064262837073
47.3,22.1,15.816090505217545
47.3,22.2,15.818995764025246
47.3,22.3,15.835442194441558
47.3,22.4,15.781049178634165
47.3,22.5,15.73490804835209
47.3,22.6,15.611035230912286
47.3,22.7,15.334196714536592
47.3,22.8,15.34681991941322
47.3,22.9,15.48615869407994
47.3,23.0,14.800469056720678
47.3,23.1,14.67114732926967
47.3,23.2,14.921457795226814
47.3,23.3,15.198099493749314
47.3,23.4,15.153219857423338
47.3,23.5,14.65492664531459
47.3,23.6,14.806050211798777
47.3,23.7,14.354317594792905
47.3,23.8,13.51205703068492
47.3,23.9,13.613749870854413
47.3,24.0,12.454413162516781
47.3,24.1,13.184971587973985
47.3,24.2,14.133860936047137
47.3,24.3,13.202108688914151
47.3,24.4,13.335300650893622
47.3,24.5,11.99867858249814
47.3,24.6,12.40886093604711
47.3,24.7,11.077660915383765
47.3,24.8,12.892914557288952
47.3,24.9,10.750572373178963
47.3,25.0,9.397870647794246
47.3,25.1,10.67059097014151
47.3,25.2,11.012860832730656
47.3,25.3,9.569060336811672
47.3,25.4,11.10255294968488
47.3,25.5,9.240553776216592
47.3,25.6,10.755699969005029
47.3,25.7,9.319799049488577
47.3,25.8,9.734534042772937
47.3,25.9,11.612332369046367
47.3,26.0,12.37114939559873
47.3,26.1,13.271195371422685
47.3,26.2,11.242336501704724
47.3,26.3,13.725035127595856
47.3,26.4,13.94314391982644
47.3,26.5,13.803613493129463
47.3,26.6,13.450293418741696
47.3,26.7,14.35757051348274
47.3,26.8,13.526321417501887
47.3,26.9,13.875875090401884
47.3,27.0,14.829332575679244
47.3,27.1,15.307644384750377
47.3,27.2,14.689730344043763
47.3,27.3,14.670651410269706
47.3,27.4,15.446812687261016
47.3,27.5,15.629729310879219
47.3,27.6,15.65148982332875
47.3,27.7,15.572330819299586
47.3,27.8,15.34219805765062
47.2,21.8,16.12309949374938
47.2,21.9,16.0711953714227
47.2,22.0,16.04654716396329
47.2,22.1,15.811861762578687
47.2,22.2,15.938364500464996
47.2,22.3,15.655916933567546
47.2,22.4,15.358849571236659
47.2,22.5,13.647775596652599
47.2,22.6,15.45782518855236
47.2,22.7,15.461918586630784
47.2,22.8,15.39121861762575
47.2,22.9,15.20354943692526
47.2,23.0,14.493976133898101
47.2,23.1,14.795817233185286
47.2,23.2,15.18902779212719
47.2,23.3,14.413357268312886
47.2,23.4,13.943887281744018
47.2,23.5,13.308570100216906
47.2,23.6,14.718171815270251
47.2,23.7,14.884827978096991
47.2,23.8,15.08914918896579
47.2,23.9,13.5019387333402
47.2,24.0,14.966397871680988
47.2,24.1,15.011837999793423
47.2,24.2,14.892469779935983
47.2,24.3,14.508476082239973
47.2,24.4,14.76828649653886
47.2,24.5,13.826137514205989
47.2,24.6,13.786391156111163
47.2,24.7,13.573687880979508
47.2,24.8,12.153370699452374
47.2,24.9,6.2654111995041
47.2,25.0,9.168551503254486
47.2,25.1,9.595380721148901
47.2,25.2,7.234269036057408
47.2,25.3,9.026810620931956
47.2,25.4,8.406987808657973
47.2,25.5,6.758869717946094
47.2,25.6,11.618405310465905
47.2,25.7,10.167380411199549
47.2,25.8,11.793444054137744
47.2,25.9,12.657894410579596
47.2,26.0,12.802484244240034
47.2,26.1,10.891181940283056
47.2,26.2,13.564114577952157
47.2,26.3,13.55810465957217
47.2,26.4,13.967447050315048
47.2,26.5,13.985772290525947
47.2,26.6,14.205860109515429
47.2,26.7,14.114757722905233
47.2,26.8,14.50372559148673
47.2,26.9,14.047888728174406
47.2,27.0,15.28301425767119
47.2,27.1,15.131623618142354
47.2,27.2,15.034118710610583
47.2,27.3,15.004506663911522
47.2,27.4,15.09362537452214
47.2,27.5,14.826060543444516
47.2,27.6,14.94936512036362
47.2,27.7,14.829823328856241
47.2,27.8,15.732737886145213
47.2,27.9,14.756375658642408
47.1,21.6,16.240193201776997
47.1,21.7,16.199494782518872
47.1,21.8,16.158509143506514
47.1,21.9,15.992874263870277
47.1,22.0,15.876966628783924
47.1,22.1,15.750837379894627
47.1,22.2,15.048442504390986
47.1,22.3,15.669915280504295
47.1,22.4,14.966241863828936
47.1,22.5,12.5476934600683
47.1,22.6,14.250907635086284
47.1,22.7,15.259536625684516
47.1,22.8,14.630401901022788
47.1,22.9,14.935076970761477
47.1,23.0,12.90282415538798
47.1,23.1,14.870769191032212
47.1,23.2,15.05445242277106
47.1,23.3,15.179960739745788
47.1,23.4,13.542668664118235
47.1,23.5,13.739073251368945
47.1,23.6,14.47899059820233
47.1,23.7,13.125761958880124
47.1,23.8,14.304539208595921
47.1,23.9,15.050111065192667
47.1,24.0,14.059523194544838
47.1,24.1,13.756477941936176
47.1,24.2,14.796750180803745
47.1,24.3,14.851656162826686
47.1,24.4,14.111585391052818
47.1,24.5,13.621124599648745
47.1,24.6,14.271686641181935
47.1,24.7,11.446311602438207
47.1,24.8,7.816087922306036
47.1,24.9,6.445575472672808
47.1,25.0,8.801236181423649
47.1,25.1,8.568833557185709
47.1,25.2,7.599572269862595
47.1,25.3,6.1429801632400105
47.1,25.4,8.119572786444948
47.1,25.5,9.73968230189068
47.1,25.6,9.028920343010654
47.1,25.7,5.116359644591403
47.1,25.8,12.760021696456267
47.1,25.9,10.35683541688195
47.1,26.0,13.649039673519962
47.1,26.1,10.671894823845365
47.1,26.2,12.076654613079796
47.1,26.3,13.57989151771876
47.1,26.4,13.517818989565013
47.1,26.5,13.947966732100374
47.1,26.6,14.119239590866707
47.1,26.7,14.346256328133087
47.1,26.8,14.39093449736535
47.1,26.9,14.381377208389319
47.1,27.0,14.210425147225891
47.1,27.1,14.568634156421078
47.1,27.2,14.991130282053991
47.1,27.3,14.858332988945117
47.1,27.4,15.297315838413098
47.1,27.5,15.537689327409863
47.1,27.6,14.896498605227773
47.1,27.7,15.247002272962018
47.1,27.8,15.853492096290895
47.1,27.9,15.638010641595217
47.1,28.0,15.106064159520615
47.1,28.1,14.265652960016485
47.0,21.6,16.298625374522114
47.0,21.7,16.24569222027068
47.0,21.8,16.07341150945349
47.0,21.9,15.881636016117312
47.0,22.0,15.791320384337192
47.0,22.1,15.596183490029953
47.0,22.2,15.551682508523568
47.0,22.3,14.88766194854834
47.0,22.4,14.02365326996587
47.0,22.5,15.358979749974164
47.0,22.6,14.408347969831539
47.0,22.7,11.245829631160182
47.0,22.8,13.167119020560104
47.0,22.9,11.367746668044262
47.0,23.0,14.032986878809849
47.0,23.1,13.763898646554482
47.0,23.2,14.107552949684967
47.0,23.3,14.615344560388404
47.0,23.4,14.344440541378265
47.0,23.5,14.214012811240863
47.0,23.6,14.104326893274104
47.0,23.7,13.769836759995865
47.0,23.8,14.411335365223623
47.0,23.9,14.79607707407791
47.0,24.0,14.876948031821437
47.0,24.1,13.157332369046358
47.0,24.2,14.201595722698604
47.0,24.3,14.140453559252007
47.0,24.4,14.787676929434904
47.0,24.5,13.644706064676054
47.0,24.6,14.108594896166938
47.0,24.7,12.971110651926882
47.0,24.8,10.592660398801524
47.0,24.9,10.10891724351686
47.0,25.0,9.902793160450464
47.0,25.1,12.272037400557856
47.0,25.2,8.991115817749714
47.0,25.3,11.142463064366128
47.0,25.4,9.442130385370364
47.0,25.5,11.230417398491566
47.0,25.6,10.07408513276166
47.0,25.7,11.156917036883954
47.0,25.8,9.545935013947682
47.0,25.9,13.331297654716359
47.0,26.0,11.523696662878413
47.0,26.1,12.690615249509236
47.0,26.2,11.227532286393174
47.0,26.3,11.949235974790804
47.0,26.4,14.127332369046352
47.0,26.5,14.046075007748758
47.0,26.6,14.127356648414107
47.0,26.7,13.907994627544198
47.0,26.8,14.693430106415873
47.0,26.9,14.682878913110821
47.0,27.0,14.469945242277117
47.0,27.1,14.361599855357005
47.0,27.2,14.519959189998847
47.0,27.3,14.96705961359639
47.0,27.4,14.615176671143654
47.0,27.5,14.226509453455895
47.0,27.6,13.663474532492963
47.0,27.7,13.798500878189937
47.0,27.8,14.131981609670383
47.0,27.9,14.906763611943388
47.0,28.0,15.98078675482999
47.0,28.1,15.694389399731362
46.9,21.5,16.307997727037783
46.9,21.6,16.326862795743356
46.9,21.7,16.30199400764546
46.9,21.8,16.237103523091395
46.9,21.9,16.009373385680313
46.9,22.0,15.883220890587898
46.9,22.1,15.723819609463803
46.9,22.2,15.256615869408114
46.9,22.3,13.270702551916491
46.9,22.4,14.034767021386486
46.9,22.5,11.744358921376215
46.9,22.6,13.057860316148405
46.9,22.7,14.316708337638124
46.9,22.8,11.268587664014902
46.9,22.9,12.712318421324516
46.9,23.0,13.792107655749644
46.9,23.1,14.599901332782299
46.9,23.2,13.747954850707723
46.9,23.3,13.469505630746944
46.9,23.4,14.080090401901018
46.9,23.5,13.721075524331084
46.9,23.6,14.42935168922413
46.9,23.7,14.755324413679096
46.9,23.8,14.810708750903995
46.9,23.9,14.80884698832523
46.9,24.0,14.109579502014773
46.9,24.1,14.099766504804196
46.9,24.2,14.4947411922719
46.9,24.3,13.58430364707099
46.9,24.4,14.231638082446448
46.9,24.5,13.84407015187514
46.9,24.6,14.01366205186493
46.9,24.7,11.860422564314474
46.9,24.8,14.26508936873645
46.9,24.9,12.694571753280295
46.9,25.0,10.306589007128867
46.9,25.1,11.155885422047694
46.9,25.2,7.856302820539291
46.9,25.3,11.921074491166426
46.9,25.4,12.350391052794677
46.9,25.5,8.288351585907634
46.9,25.6,7.640380204566582
46.9,25.7,9.258431139580534
46.9,25.8,10.99029031924788
46.9,25.9,12.320035644178095
46.9,26.0,12.096769810930907
46.9,26.1,14.296038846988433
46.9,26.2,14.228335571856597
46.9,26.3,12.938033371215997
46.9,26.4,14.628668767434624
46.9,26.5,14.47771050728373
46.9,26.6,14.3272688294245
46.9,26.7,14.241150428763252
46.9,26.8,14.655426180390448
46.9,26.9,14.90320849261282
46.9,27.0,14.82277456348796
46.9,27.1,14.656518235354882
46.9,27.2,14.79246048145468
46.9,27.3,14.98849777869624
46.9,27.4,14.465515032544733
46.9,27.5,15.066948548403778
46.9,27.6,14.376916520301743
46.9,27.7,15.20263095361086
46.9,27.8,15.307137100940102
46.9,27.9,14.673763818576424
46.9,28.0,15.05725694803189
46.9,28.1,16.06683076764126
46.9,28.2,15.018024589317147
46.8,21.4,16.420890587870687
46.8,21.5,16.406156111168436
46.8,21.6,16.38299049488574
46.8,21.7,16.35650738712679
46.8,21.8,16.274409029858425
46.8,21.9,16.222122120053786
46.8,22.0,15.699978303543709
46.8,22.1,15.947181010434981
46.8,22.2,16.24372507490442
46.8,22.3,16.218516375658677
46.8,22.4,15.724554189482353
46.8,22.5,13.305557392292613
46.8,22.6,10.671385473705994
46.8,22.7,9.994162620105316
46.8,22.8,8.796838516375677
46.8,22.9,10.825702551916555
46.8,23.0,12.894696766194881
46.8,23.1,12.72797758032848
46.8,23.2,12.676365326996592
46.8,23.3,13.436387540035039
46.8,23.4,14.412935220580634
46.8,23.5,14.061307469779932
46.8,23.6,14.702179460688123
46.8,23.7,14.758306643248206
46.8,23.8,14.672162413472444
46.8,23.9,13.739786134931325
46.8,24.0,14.196374625477805
46.8,24.1,14.704038640355405
46.8,24.2,14.337671247029634
46.8,24.3,14.614339291249024
46.8,24.4,14.697182043599472
46.8,24.5,13.801550780039292
46.8,24.6,14.485834796983188
46.8,24.7,13.672994627544291
46.8,24.8,12.279995867341643
46.8,24.9,13.951026965595702
46.8,25.0,10.213501911354493
46.8,25.1,9.662111788407866
46.8,25.2,8.480259840892659
46.8,25.3,9.777280194234992
46.8,25.4,12.009456555429256
